,texts
176,"['political', 'institutional', 'levels', 'parliament', 'elected', 'people', 'guineabissau', '—', 'national', 'people', '’', 'assembly', '—', 'remained', 'standing', 'thus', 'able', 'provide', 'political', 'transition', 'legitimate', 'legitimizing', 'institutional', 'basis']"
177,"['fact', 'constitution', 'republic', 'never', 'suspended']"
178,"['origin', 'office', 'interim', 'president', 'republic']"
179,"['come', 'military', 'coup']"
180,"['came', 'rather', 'elected', 'parliament', 'therefore', 'political', 'institutional', 'process']"
181,"['makes', 'difference']"
182,"['combined', 'position', 'member', 'parliament', 'elected', 'position', 'four', 'times', 'row', 'first', 'vicepresident', 'body', 'sovereignty', 'words', 'modesty', 'aside', 'democrat', 'mature', 'conviction', 'never', 'carried', 'coup', '’', 'état', 'ordered', 'action']"
183,"['indeed', 'inauguration', 'interim', 'president', 'republic', 'political', 'transition', 'process', 'per', 'se', 'began']"
184,"['time', 'parliament', 'approved', 'revised', 'transition', 'pact', 'corresponding', 'political', 'agreement']"
185,"['later', 'approved', 'programme', 'general', 'budget', 'state', 'submitted', 'government', 'broad', 'political', 'base', 'interim', 'president', 'republic', 'appointed', 'installed', 'presidential', 'decree']"
186,"['steps', 'political', 'transition', 'truly', 'took']"
187,"['signed', 'presidential', 'decree', 'setting', '24', 'november', 'date', 'legislative', 'presidential', 'elections']"
188,"['remains', 'small', 'task', 'ensure', 'availability', 'funds', 'carry', 'effective', 'transparent', 'unquestionable', 'electoral', 'process']"
189,"['end', 'must', 'create', 'reliable', 'voter', 'registries', 'something', 'accomplished', 'accurate', 'census', 'voter', 'registration', 'process']"
190,"['political', 'transition', 'guineabissau', 'stands']"
191,"['guineabissau', 'victim', 'two', 'dramatically', 'interlinked', 'evils', 'poverty', 'political', 'instability']"
192,"['society', 'country', 'poverty', 'creates', 'propensity', 'political', 'instability']"
193,"['turn', 'political', 'instability', 'impact', 'economic', 'order', 'reduces', 'rate', 'growth', 'thus', 'increases', 'poverty', 'rate']"
194,"['challenge', 'ahead', 'consists', 'precisely', 'escaping', 'two', 'traps', 'poverty', 'political', 'instability']"
195,"['overcoming', 'challenge', 'obviously', 'goes', 'well', 'beyond', 'goals', 'exceptional', 'period', 'political', 'transition']"
196,"['therefore', 'regard', 'go', 'detail']"
197,"['light', 'enormous', 'economic', 'political', 'liability', 'yet', 'resolved', 'achieving', 'millennium', 'development', 'goals', 'within', 'given', 'time', 'frame', 'truly', 'beyond', 'means', 'foreseeable', 'future', 'least']"
198,"['recognition', 'mean', 'government', 'civil', 'society', 'guineabissau', '’', 'bilateral', 'multilateral', 'development', 'partners', 'general', 'including', 'united', 'nations', 'specialized', 'agencies', 'given', 'effort']"
199,"['contrary', 'education', 'health', 'genderequality', 'policies', 'fight', 'poverty', 'environmental', 'policies', 'sustainable', 'development', 'areas', 'country', 'made', 'progress', 'though', 'moderate', 'satisfactory', 'levels']"
200,"['respect', 'outcome', 'document', 'united', 'nations', 'conference', 'sustainable', 'development', 'entitled', '“', 'future', 'want', '”', 'resolution', '66288', 'annex', 'guineabissau', 'make', 'every', 'effort', 'carry', 'commitments', 'undertaken']"
201,"['hope', 'developed', 'countries', 'partners', 'part', 'fight', 'poverty', 'one', 'greatest', 'scourges', 'afflicting', 'states', 'guineabissau', 'fragile', 'therefore', 'vulnerable', 'still', 'suffering', 'grave', 'consequences', 'armed', 'conflict']"
202,"['guineabissau', 'supports', 'establishment', '24', 'september', 'highlevel', 'political', 'forum', 'sustainable', 'development']"
203,"['replaces', 'commission', 'sustainable', 'development', 'develop', 'united', 'nations', 'post2015', 'development', 'agenda']"
204,"['country', 'many', 'islands', 'guineabissau', 'welcomes', 'secretarygeneral', '’', 'initiative', 'convene', 'third', 'international', 'conference', 'small', 'island', 'developing', 'states', 'samoa', 'september', '2014']"
205,"['take', 'opportunity', 'thank', 'united', 'nations', 'secretarygeneral', 'ban', 'kimoon', 'particular', 'dedication', 'country', 'appointing', 'former', 'president', 'timorleste', 'josé', 'ramos', 'horta', 'united', 'nations', 'special', 'representative', 'head', 'united', 'nations', 'integrated', 'peacebuilding', 'office', 'guineabissau']"
206,"['mr', 'ramoshorta', 'made', 'excellent', 'contributions', 'political', 'normalization', 'country']"
207,"['state', 'guineabissau', 'oblivious', 'evolution', 'international', 'political', 'environment']"
208,"['guineabissau', 'never', 'indifferent', 'hopes', 'suffering', 'people', 'world']"
209,"['regard', 'stand', 'firm', 'solidarity', 'brothers', 'ecowas']"
210,"['wish', 'people', 'mali', 'best', 'luck']"
211,"['mali', 'demonstrated', 'immense', 'maturity', 'going', 'polls', 'recent', 'general', 'elections', 'civic', 'pride', 'marking', 'end', 'period', 'political', 'transition']"
212,"['also', 'sent', 'strong', 'starting', 'signal', 'national', 'reconciliation', 'efforts', 'rebuild', 'country', 'destroyed', 'acts', 'terrorism', 'unacceptable', 'irredentism']"
213,"['take', 'opportunity', 'congratulate', 'france', 'crucial', 'role', 'safeguarding', 'integrity', 'malian', 'territory', 'foundation', 'country', '’', 'sovereignty']"
214,"['repudiate', 'terrorist', 'attacks', 'taken', 'place', 'nigeria', 'kenya', 'spurred', 'radicalism', 'name', 'religious', 'intolerance']"
215,"['offer', 'full', 'support', 'sister', 'nations', 'nigeria', 'kenya', 'presidents', 'goodluck', 'jonathan', 'uhuru', 'kenyatta', 'governments', 'families', 'victims']"
216,"['hope', 'neighbouring', 'guinea', 'undergoes', 'successful', 'electoral', 'process', 'paving', 'path', 'true', 'national', 'reconciliation', 'country']"
217,"['egypt', 'syria', 'ravaged', 'war', 'hope', 'dialogue', 'diplomacy', 'prevail', 'force', 'avoid', 'sacrificing', 'human', 'lives']"
218,"['middle', 'east', 'continue', 'defend', 'palestinian', 'cause', 'much', 'conviction', 'ever']"
219,"['crucial', 'palestinian', 'people', 'particular', 'political', 'stability', 'peacebuilding', 'arab', 'world', 'general', 'negotiations', 'palestinian', 'authorities', 'state', 'israel', 'advance', 'towards', 'creation', 'sovereign', 'palestinian', 'state', 'accordance', 'relevant', 'resolutions', 'united', 'nations']"
220,"['europe', 'offer', 'special', 'word', 'recognition', 'france', 'never', 'abandoned', 'us', 'continues', 'actively', 'seek', 'better', 'ways', 'helping', 'guinea', 'bissau', 'overcome', 'political', 'crisis']"
221,"['also', 'thank', 'kingdom', 'spain', 'whose', 'ambassador', 'united', 'nations', 'instrumental', 'efforts', 'towards', 'political', 'normalization']"
222,"['friend', 'timorleste', 'small', 'country', 'within', 'community', 'portuguesespeaking', 'countries', 'cplp', 'exhibited', 'admirable', 'spirit', 'cooperation', 'guineabissau', 'demonstrating', 'friends', 'come', 'difficult', 'times']"
223,"['timorese', 'authorities', 'understood', 'simple', 'fact', 'supporting', 'institutional', 'process', 'political', 'normalization', 'supporting', 'coup', '’', 'état']"
224,"['indeed', 'quite', 'contrary']"
225,"['much', 'thank', 'president', 'armando', 'guebuza', 'current', 'president', 'cplp', 'fair', 'assessment', 'political', 'process', 'guineabissau', 'encouragement', 'appealing', 'international', 'community', 'provide', 'financial', 'support', 'general', 'elections', 'guineabissau']"
226,"['also', 'take', 'opportunity', 'congratulate', 'murade', 'murargy', 'mozambican', 'national', 'currently', 'serves', 'executive', 'secretary', 'cplp', 'dedication', 'political', 'normalization', 'process', 'country']"
227,"['hope', 'one', 'day', 'perhaps', 'one', 'day', 'soon', 'see', 'full', 'normalization', 'relations', 'countries', 'cplp', 'interests', 'peoples', 'sovereign', 'states']"
228,"['respect', 'cuba', 'call', 'always', 'done', 'end', 'decadeslong', 'embargo', 'advancement', 'reforms', 'way', 'friendly', 'nation', 'many', 'deep', 'ties', 'friendship', 'solidarity']"
229,"['respect', 'asia', 'wish', 'express', 'profound', 'gratitude', 'people', '’', 'republic', 'china', 'extent', 'intensity', 'cooperation', 'country']"
230,"['fruits', 'cooperation', 'particularly', 'construction', 'key', 'public', 'buildings', 'enter', 'history', 'indelible', 'symbols', 'friendship', 'dates', 'back', 'armed', 'struggle', 'national', 'liberation']"
231,"['express', 'profound', 'gratitude', 'people', 'guineabissau', 'mr', 'alassane', 'ouattara', 'president', 'republic', 'côte', '’', 'ivoire', 'current', 'president', 'ecowas', 'mr', 'goodluck', 'jonathan', 'president', 'federal', 'republic', 'nigeria', 'president', 'international', 'contact', 'group', 'guineabissau', 'well', 'heads', 'state', 'government', 'member', 'countries', 'ecowas']"
232,"['congratulate', 'president', 'ashe', 'warmly', 'election', 'presidency', 'general', 'assembly', 'sixtyeighth', 'session']"
233,"['congratulate', 'also', 'mr', 'vuk', 'jeremi']"
234,"['able', 'leadership', 'president', 'general', 'assembly', 'sixtyseventh', 'session']"
235,"['admire', 'secretarygeneral', 'mr', 'ban', 'kimoon', 'wisdom', 'bold', 'initiatives', 'successes', 'head', 'united', 'nations']"
236,"['rapid', 'technological', 'innovations', 'transforming', 'world']"
237,"['changes', 'involved', 'also', 'creating', 'new', 'conflicts', 'within', 'among', 'states']"
238,"['vulnerable', 'deprived', 'disadvantaged', 'affected']"
239,"['reminds', 'father', 'father', 'nation', 'bangabandhu', 'sheikh', 'mujibur', 'rahman', 'visionary', 'call', 'first', 'appearance', 'general', 'assembly', '1974', 'world', 'order', 'based', 'peace', 'justice', 'global', 'economic', 'arrangement', 'free', 'world', 'poverty', 'hunger', 'aggression']"
240,"['daughter', 'proud', 'among', 'leaders', 'adopted', 'millennium', 'declaration', '2000', 'review', 'millennium', 'development', 'goals', 'mdgs', '2010', 'participating', 'transition', 'mdgs', 'post2015', 'development', 'agenda']"
241,"['hope', 'year', '’', 'theme', '—', '“', 'post2015', 'development', 'agenda', 'setting', 'stage', '”', '—', 'help', 'us', 'design', 'pragmatic', 'strategy', 'goals']"
242,"['open', 'working', 'group', 'sustainable', 'development', 'goals', 'newly', 'established', 'highlevel', 'political', 'forum', 'making', 'good', 'progress']"
243,"['experience', 'also', 'useful', 'overcoming', 'challenges', 'mdgs', '2015', 'preparing', 'post2015', 'development', 'agenda']"
244,"['bangladesh', 'submitted', 'united', 'nations', 'draft', 'post2015', 'development', 'agenda', 'covers', 'socioeconomic', 'environmental', 'goals', 'resources', 'required', 'achieving']"
245,"['also', 'held', 'global', 'leadership', 'meeting', 'population', 'dynamics', 'dhaka', 'whose', 'declaration', 'placed', 'human', 'individuals', 'centre', 'entire', 'development', 'agenda']"
246,"['declaration', 'incorporated', 'population', 'growth', 'ageing', 'urbanization', 'migration', 'priority', 'issues']"
247,"['meeting', 'also', 'strongly', 'identified', 'need', 'mainstreaming', 'migration', 'post2015', 'development', 'agenda', 'particularly', 'accommodate', 'expected', 'climate', 'migrants']"
248,"['aim', 'become', 'middleincome', 'country', 'realize', 'vision', '2021', 'setting', 'goals', 'line', 'mdgs']"
249,"['already', 'met', 'track', 'meet', 'millennium', 'development', 'goals', '1', '6']"
250,"['poverty', 'reduced', '566', 'per', 'cent', '1991', '26', 'per', 'cent', 'today']"
251,"['past', 'four', 'half', 'years', 'average', 'gross', 'domestic', 'product', 'growth', 'rate', 'remained', '64', 'per', 'cent', '50', 'million', 'people', 'joined', 'middle', 'income', 'group', 'export', 'earnings', 'rose', '1053', 'billion', '2006', '2703', 'billion', 'today', 'remittances', 'increased', '5', 'billion', '2006', '145', 'billion', 'foreign', 'currency', 'reserves', 'improved', '349', 'billion', '2006', '16', 'billion', 'power', 'production', 'capacity', 'also', 'increased', '3200', 'megawatts', '2006', '9059', 'megawatts', 'today', 'name', 'indicators']"
252,"['bangladesh', 'therefore', 'often', 'called', 'model', 'economic', 'development', 'standardbearer', 'south', 'asia']"
253,"['achievements', 'received', 'mdg', 'award', 'southsouth', 'award', 'global', 'diversity', 'award', 'food', 'award', '2013', 'food', 'agriculture', 'organization', 'united', 'nations']"
254,"['recognitions', 'achieved', 'largely', 'due', 'practice', 'principles', 'found', 'resolution', 'entitled', '“', 'people', '’', 'empowerment', 'development', '”', 'resolution', '67107', 'submitted', 'general', 'assembly', 'adopted', 'sixtyseventh', 'session']"
255,"['using', 'stateoftheart', 'digital', 'technology', 'people', 'today', 'getting', '200', 'services', '4582', 'digitized', 'union', 'information', 'service', 'centres']"
256,"['rural', 'women', 'also', 'receiving', 'healthcare', 'services', '15500', 'digitally', 'interconnected', 'community', 'health', 'clinics', 'union', 'health', 'centres', 'extended', 'healthcare', 'services', 'people', '’', 'doorsteps']"
257,"['advanced', 'cell', 'phone', 'technologies', 'also', 'providing', 'services', '100', 'million', 'subscribers']"
258,"['believe', 'real', 'national', 'development', 'achievable', 'education']"
259,"['education', 'main', 'driving', 'force', 'attaining', 'peace', 'prosperity', 'nation', 'upholding', 'justice', 'rule', 'law', 'democratic', 'values', 'people', '’', 'empowerment']"
260,"['real', 'development', 'also', 'demands', 'empowerment', 'women', 'equal', 'participation', 'men', 'walks', 'life']"
261,"['new', 'educational', 'policy', 'provides', 'girls', 'free', 'education', 'higher', 'secondary', 'school', 'monthly', 'stipends', '119', 'million', 'students', 'poor', 'families', 'free', 'textbooks', 'students', 'secondary', 'level']"
262,"['policies', 'also', 'helped', 'develop', 'women', 'leaders', 'grass', 'roots', 'topmost', 'level']"
263,"['politics', 'far', '14000', 'women', 'elected', 'local', 'government', 'bodies', '70', 'parliament']"
264,"['five', 'women', 'serving', 'ministers', 'one', 'whip']"
265,"['bangladesh', 'possibly', 'nation', 'today', 'women', 'occupying', 'position', 'prime', 'minister', 'speaker', 'leader', 'opposition', 'deputy', 'leader', 'time']"
266,"['10', 'per', 'cent', 'posts', 'reserved', 'women', 'helped', 'many', 'succeed', 'reaching', 'high', 'positions', 'judicial', 'administrative', 'branches', 'diplomatic', 'posts', 'armed', 'forces', 'law', 'enforcement', 'agencies']"
